t_index 	term                	df 
8793    	renomin             	1  
8794    	renounc             	5  
8795    	renown              	1  
8796    	rent                	12 
8797    	rental              	1  
8798    	reoccur             	1  
8799    	reopen              	8  
8800    	reorgan             	2  
8801    	rep                 	40 
8802    	repackag            	1  
8803    	repai               	2  
8804    	repaid              	2  
8805    	repaint             	1  
8806    	repair              	45 
8807    	repatri             	7  
8808    	repeal              	1  
8809    	repeat              	27 
8810    	repeatedli          	28 
8811    	repel               	9  
8812    	repent              	3  
8813    	repetit             	1  
8814    	replac              	44 
8815    	replai              	1  
8816    	replet              	1  
8817    	repli               	20 
8818    	replic              	1  
8819    	repor               	1  
8820    	report              	401
8821    	reportedli          	28 
8822    	repres              	70 
8823    	represent           	3  
8824    	repress             	9  
8825    	repriev             	1  
8826    	repris              	6  
8827    	republ              	66 
8828    	republican          	120
8829    	republika           	1  
8830    	repudi              	1  
8831    	repuls              	3  
8832    	reput               	29 
8833    	reputedli           	4  
8834    	request             	56 
8835    	requir              	77 
8836    	rerout              	1  
8837    	rerun               	2  
8838    	reschedul           	1  
8839    	rescu               	114
8840    	rescuer             	49 
8841    	research            	6  
8842    	resembl             	6  
8843    	resent              	12 
8844    	reserv              	19 
8845    	resettl             	1  
8846    	reshap              	3  
8847    	resid               	99 
8848    	residenti           	10 
8849    	residu              	8  
8850    	resign              	84 
8851    	resili              	5  
8852    	resist              	32 
8853    	resolut             	15 
8854    	resolv              	35 
8855    	reson               	1  
8856    	resort              	24 
8857    	resound             	2  
8858    	resourc             	12 
8859    	respect             	55 
8860    	respectfulli        	1  
8861    	respir              	2  
8862    	respiratori         	2  
8863    	responbl            	1  
8864    	respond             	50 
8865    	respons             	175
8866    	ressam              	1  
8867    	rest                	91 
8868    	restart             	2  
8869    	restat              	1  
8870    	restaur             	8  
8871    	restitut            	5  
8872    	restiv              	3  
8873    	restless            	1  
8874    	restock             	1  
8875    	restor              	57 
8876    	restrain            	4  
8877    	restraint           	3  
8878    	restrict            	14 
8879    	result              	71 
8880    	resum               	29 
8881    	resumpt             	2  
8882    	resurfac            	5  
8883    	resurg              	4  
8884    	resurrect           	2  
8885    	resuscit            	1  
8886    	retail              	2  
8887    	retain              	17 
8888    	retak               	7  
8889    	retali              	29 
8890    	retaliatori         	4  
8891    	retard              	1  
8892    	retherford          	1  
8893    	rethink             	2  
8894    	retic               	1  
8895    	retinu              	1  
8896    	retir               	94 
8897    	retire              	1  
8898    	retrac              	1  
8899    	retract             	15 
8900    	retractor           	1  
8901    	retreat             	16 
8902    	retrial             	2  
8903    	retribut            	2  
8904    	retriev             	25 
8905    	retrospect          	5  
8906    	return              	235
8907    	returne             	1  
8908    	reunif              	1  
8909    	reunion             	2  
8910    	reunit              	4  
8911    	reuter              	3  
8912    	rev                 	14 
8913    	reveal              	34 
8914    	revel               	8  
8915    	reveng              	13 
8916    	revenu              	2  
8917    	rever               	5  
8918    	reverber            	1  
8919    	revers              	24 
8920    	revert              	1  
8921    	review              	51 
8922    	revil               	2  
8923    	revis               	16 
8924    	reviv               	18 
8925    	revkin              	1  
8926    	revok               	4  
8927    	revolt              	15 
8928    	revolut             	30 
8929    	revolutionari       	11 
8930    	revolv              	5  
8931    	revonish            	1  
8932    	reward              	38 
8933    	rewrit              	1  
8934    	rewrot              	1  
8935    	rex                 	3  
8936    	rey                 	3  
8937    	reynaldo            	1  
8938    	reynold             	4  
8939    	rfa                 	1  
8940    	rg                  	1  
8941    	rhein               	5  
8942    	rhetor              	4  
8943    	rheumat             	2  
8944    	rhode               	4  
8945    	ri                  	1  
8946    	riad                	1  
8947    	rial                	1  
8948    	rib                 	1  
8949    	ribat               	1  
8950    	ribbon              	3  
8951    	rica                	2  
8952    	rican               	2  
8953    	ricardo             	17 
8954    	rice                	19 
8955    	rich                	34 
8956    	richard             	49 
8957    	richardson          	1  
8958    	richer              	1  
8959    	richest             	2  
8960    	richmond            	3  
8961    	richter             	7  
8962    	rick                	19 
8963    	ricochet            	1  
8964    	rid                 	8  
8965    	riddanc             	1  
8966    	riddl               	1  
8967    	ride                	17 
8968    	rider               	1  
8969    	riderless           	1  
8970    	ridg                	8  
8971    	ridicul             	2  
8972    	riestra             	1  
8973    	rifai               	3  
8974    	rifl                	20 
8975    	rift                	1  
8976    	rig                 	23 
8977    	rigg                	4  
8978    	right               	58 
8979    	rightist            	1  
8980    	rigor               	1  
8981    	rim                 	7  
8982    	ring                	8  
8983    	ringlead            	12 
8984    	ringold             	1  
8985    	rinn                	1  
8986    	rins                	2  
8987    	rio                 	2  
8988    	riot                	34 
8989    	rioter              	1  
8990    	riotou              	1  
8991    	rip                 	47 
8992    	rippl               	2  
8993    	rippner             	6  
8994    	rise                	64 
8995    	risen               	7  
8996    	risk                	57 
8997    	riski               	13 
8998    	ristic              	1  
8999    	rita                	6  
9000    	ritesh              	1  
9001    	rith                	1  
9002    	rittner             	4  
9003    	ritual              	3  
9004    	riva                	23 
9005    	rival               	41 
9006    	rivalri             	10 
9007    	rivasseau           	1  
9008    	river               	13 
9009    	rivera              	1  
9010    	riverb              	1  
9011    	riversid            	1  
9012    	rivet               	1  
9013    	riviera             	2  
9014    	riyadh              	7  
9015    	rnahan              	1  
9016    	rnment              	1  
9017    	roach               	2  
9018    	road                	61 
9019    	roadblock           	17 
9020    	roadsid             	2  
9021    	roadwai             	1  
9022    	roam                	12 
9023    	roar                	15 
9024    	rob                 	17 
9025    	robb                	17 
9026    	robber              	19 
9027    	robberi             	55 
9028    	robe                	7  
9029    	rober               	3  
9030    	robert              	91 
9031    	roberto             	2  
9032    	robertson           	4  
9033    	robin               	4  
9034    	robinson            	2  
9035    	robust              	2  
9036    	rochel              	1  
9037    	rochest             	2  
9038    	rochu               	2  
9039    	rock                	75 
9040    	rocket              	16 
9041    	rocki               	7  
9042    	rockland            	4  
9043    	rockport            	1  
9044    	rod                 	25 
9045    	rode                	4  
9046    	roderick            	2  
9047    	rodger              	2  
9048    	rodham              	47 
9049    	rodrick             	1  
9050    	rodriguez           	16 
9051    	rodriquez           	2  
9052    	rodwai              	3  
9053    	rogan               	3  
9054    	roger               	48 
9055    	rogu                	3  
9056    	rohit               	1  
9057    	roi                 	7  
9058    	roil                	1  
9059    	rok                 	3  
9060    	rolan               	1  
9061    	roland              	3  
9062    	role                	59 
9063    	roll                	27 
9064    	rolla               	9  
9065    	roller              	1  
9066    	rollerblad          	1  
9067    	roman               	7  
9068    	romania             	6  
9069    	romanian            	3  
9070    	romano              	1  
9071    	rome                	2  
9072    	romero              	5  
9073    	ron                 	20 
9074    	ronai               	1  
9075    	ronald              	13 
9076    	ronchest            	1  
9077    	rondero             	2  
9078    	ronni               	1  
9079    	roof                	26 
9080    	rooftop             	1  
9081    	rooki               	1  
9082    	room                	58 
9083    	roommat             	1  
9084    	roosevelt           	1  
9085    	roost               	1  
9086    	root                	10 
9087    	rope                	6  
9088    	roper               	1  
9089    	rorter              	1  
9090    	rosa                	2  
9091    	rose                	33 
9092    	rosenberg           	9  
9093    	rosenburg           	1  
9094    	rosenfield          	1  
9095    	rosewal             	1  
9096    	roshan              	1  
9097    	rosovski            	2  
9098    	rostenkowski        	4  
9099    	roster              	2  
9100    	roswel              	1  
9101    	rot                 	4  
9102    	rotat               	4  
9103    	rotaviru            	2  
9104    	roth                	14 
9105    	rotor               	1  
9106    	roug                	1  
9107    	rough               	8  
9108    	roughli             	16 
9109    	roughshod           	1  
9110    	round               	113
9111    	roundli             	1  
9112    	rout                	64 
9113    	routin              	20 
9114    	rove                	2  
9115    	row                 	11 
9116    	rowland             	9  
9117    	royal               	7  
9118    	rss                 	1  
9119    	rt                  	2  
9120    	rtj                 	1  
9121    	rtr                 	3  
9122    	ru                  	1  
9123    	ruano               	2  
9124    	rub                 	4  
9125    	rubber              	26 
9126    	rubbl               	62 
9127    	rubblervivor        	1  
9128    	rubenstein          	2  
9129    	rubi                	2  
9130    	rubin               	7  
9131    	rude                	2  
9132    	ruder               	1  
9133    	rudimentari         	1  
9134    	rudnick             	1  
9135    	rudolph             	10 
9136    	rue                 	1  
9137    	ruegg               	1  
9138    	ruesta              	3  
9139    	rueter              	1  
9140    	rug                 	5  
9141    	rugd                	1  
9142    	ruger               	1  
9143    	rugova              	1  
9144    	ruin                	36 
9145    	ruinou              	1  
9146    	rule                	197
9147    	ruler               	39 
9148    	rumbl               	8  
9149    	rumor               	31 
9150    	rumpl               	1  
9151    	rumsfeld            	7  
9152    	run                 	113
9153    	runawai             	1  
9154    	rundel              	4  
9155    	rundown             	1  
9156    	runner              	14 
9157    	runoff              	32 
9158    	runup               	1  
9159    	runwai              	7  
9160    	rupe                	1  
9161    	rupert              	1  
9162    	ruptur              	3  
9163    	rural               	13 
9164    	ruse                	1  
9165    	rusedski            	4  
9166    	rush                	56 
9167    	russ                	1  
9168    	russel              	1  
9169    	russellvil          	1  
9170    	russia              	129
9171    	russian             	155
9172    	rust                	2  
9173    	rusti               	2  
9174    	ruth                	1  
9175    	ruthless            	2  
9176    	rux                 	3  
9177    	ruxandra            	2  
9178    	ruzedzki            	1  
9179    	ruzica              	1  
9180    	rv                  	7  
9181    	rwanda              	3  
9182    	rwandan             	2  
9183    	rwandiz             	2  
9184    	ry                  	1  
9185    	ryan                	1  
9186    	ryde                	1  
9187    	sa                  	1  
9188    	saba                	1  
9189    	sabaa               	1  
9190    	sabbath             	1  
9191    	sabotag             	6  
9192    	sac                 	1  
9193    	sach                	3  
9194    	sachan              	2  
9195    	sack                	3  
9196    	sacr                	5  
9197    	sacrific            	10 
9198    	sad                 	22 
9199    	sadah               	1  
9200    	sadam               	1  
9201    	sadat               	4  
9202    	saddam              	5  
9203    	sadden              	9  
9204    	sadder              	1  
9205    	saddiq              	1  
9206    	sadilenko           	1  
9207    	sadli               	1  
9208    	saeed               	5  
9209    	safe                	55 
9210    	safer               	2  
9211    	safeti              	42 
9212    	safin               	29 
9213    	sag                 	5  
9214    	saga                	2  
9215    	sage                	1  
9216    	saharan             	3  
9217    	sai                 	1  
9218    	saigon              	22 
9219    	sail                	16 
9220    	sailor              	246
9221    	sainov              	2  
9222    	saint               	4  
9223    	sajic               	1  
9224    	sake                	2  
9225    	sala                	11 
9226    	salaam              	4  
9227    	salad               	1  
9228    	salaf               	1  
9229    	salafi              	1  
9230    	salafist            	1  
9231    	salah               	2  
9232    	salai               	1  
9233    	salanki             	1  
9234    	salari              	6  
9235    	salazar             	1  
9236    	sale                	14 
9237    	saleh               	38 
9238    	salem               	5  
9239    	saler               	1  
9240    	salesman            	3  
9241    	salient             	1  
9242    	salih               	1  
9243    	salim               	2  
9244    	sallah              	1  
9245    	salli               	2  
9246    	salsa               	1  
9247    	salt                	5  
9248    	salut               	8  
9249    	salvador            	47 
9250    	salvadoran          	24 
9251    	salvadorian         	2  
9252    	salvag              	13 
9253    	salvat              	1  
9254    	salvo               	1  
9255    	sam                 	4  
9256    	sama                	3  
9257    	sammi               	1  
9258    	samor               	1  
9259    	sampl               	9  
9260    	sampra              	30 
9261    	samshran            	1  
9262    	samuel              	8  
9263    	samurai             	1  
9264    	san                 	73 
9265    	sana                	10 
9266    	sanchez             	11 
9267    	sanction            	52 
9268    	sanctuari           	4  
9269    	sand                	10 
9270    	sandbag             	2  
9271    	sander              	1  
9272    	sandi               	24 
9273    	sandiego            	1  
9274    	sandlewood          	1  
9275    	sandov              	1  
9276    	sandra              	1  
9277    	sandrin             	10 
9278    	sandwich            	1  
9279    	sanford             	1  
9280    	sang                	2  
9281    	sangram             	1  
9282    	sanguin             	1  
9283    	sanguinetti         	2  
9284    	sanit               	4  
9285    	sanjai              	2  
9286    	sank                	36 
9287    	sanskriti           	1  
9288    	santa               	21 
9289    	santana             	1  
9290    	santi               	1  
9291    	santiago            	1  
9292    	santistevan         	2  
9293    	santo               	1  
9294    	santorum            	6  
9295    	sap                 	2  
9296    	sarah               	1  
9297    	sarajevo            	4  
9298    	sarasota            	2  
9299    	sarong              	1  
9300    	sarvings            	1  
9301    	sasha               	3  
9302    	sat                 	29 
9303    	satan               	1  
9304    	satcom              	1  
9305    	satellit            	14 
9306    	satind              	3  
9307    	satisfact           	5  
9308    	satisfactori        	2  
9309    	satisfi             	15 
9310    	satkhira            	3  
9311    	sattar              	1  
9312    	saturdai            	190
9313    	saudi               	90 
9314    	saunder             	1  
9315    	sava                	1  
9316    	savag               	4  
9317    	save                	70 
9318    	savina              	2  
9319    	savior              	5  
9320    	savitabehn          	1  
9321    	savor               	2  
9322    	savvi               	4  
9323    	saw                 	9  
9324    	sayaad              	1  
9325    	sayan               	1  
9326    	scale               	24 
9327    	scalia              	1  
9328    	scalp               	1  
9329    	scam                	1  
9330    	scamper             	1  
9331    	scandal             	67 
9332    	scandinavian        	1  
9333    	scandlin            	1  
9334    	scanlon             	1  
9335    	scanner             	2  
9336    	scant               	4  
9337    	scapego             	1  
9338    	scapegoat           	2  
9339    	scar                	6  
9340    	scarc               	4  
9341    	scare               	12 
9342    	scari               	2  
9343    	scariest            	1  
9344    	scarv               	1  
9345    	scath               	3  
9346    	scatter             	13 
9347    	scenario            	12 
9348    	scene               	94 
9349    	scent               	1  
9350    	schaffer            	5  
9351    	schedul             	80 
9352    	scheme              	9  
9353    	schett              	3  
9354    	scheveck            	1  
9355    	schiff              	2  
9356    	schism              	2  
9357    	schleehauf          	1  
9358    	schlesing           	1  
9359    	schlikov            	1  
9360    	schmalz             	1  
9361    	scholar             	6  
9362    	scholarship         	1  
9363    	school              	54 
9364    	schoolboi           	1  
9365    	schoolchildren      	1  
9366    	schrock             	3  
9367    	schroeder           	6  
9368    	schultz             	1  
9369    	schumer             	1  
9370    	schutner            	1  
9371    	schwartz            	2  
9372    	schwarzkopf         	2  
9373    	schweitzer          	2  
9374    	scienc              	15 
9375    	scientif            	6  
9376    	scientist           	12 
9377    	scoop               	2  
9378    	scooter             	1  
9379    	scope               	2  
9380    	scorch              	1  
9381    	score               	37 
9382    	scorn               	1  
9383    	scotland            	5  
9384    	scott               	8  
9385    	scottish            	1  
9386    	scottsdal           	2  
9387    	scounscoun          	1  
9388    	scour               	4  
9389    	scourg              	1  
9390    	scout               	1  
9391    	scrambl             	16 
9392    	scrambler           	1  
9393    	scrap               	9  
9394    	scrape              	4  
9395    	scratch             	2  
9396    	scrawl              	1  
9397    	scrawni             	2  
9398    	scream              	15 
9399    	screech             	1  
9400    	screen              	13 
9401    	screw               	1  
9402    	scribbl             	3  
9403    	script              	3  
9404    	scriptur            	1  
9405    	scrutin             	2  
9406    	scrutini            	7  
9407    	scuffl              	1  
9408    	sculptur            	1  
9409    	scurri              	1  
9410    	scuttl              	2  
9411    	se                  	1  
9412    	sea                 	100
9413    	seab                	8  
9414    	seafood             	1  
9415    	seal                	17 
9416    	sealift             	1  
9417    	seam                	4  
9418    	seaman              	9  
9419    	seamen              	10 
9420    	sean                	3  
9421    	seanc               	1  
9422    	seaport             	3  
9423    	sear                	1  
9424    	search              	143
9425    	searcher            	7  
9426    	season              	20 
9427    	seat                	77 
9428    	seater              	3  
9429    	seattl              	11 
9430    	seawal              	1  
9431    	seawat              	5  
9432    	seaworthi           	4  
9433    	sebastian           	2  
9434    	sebastien           	16 
9435    	sebek               	4  
9436    	secessionist        	4  
9437    	sech                	1  
9438    	seclud              	1  
9439    	seclus              	2  
9440    	second              	7  
9441    	secondari           	1  
9442    	secreci             	1  
9443    	secret              	85 
9444    	secretari           	167
9445    	secretli            	5  
9446    	sect                	2  
9447    	sectarian           	2  
9448    	section             	6  
9449    	sector              	4  
9450    	secular             	2  
9451    	secur               	324
9452    	sedalia             	1  
9453    	sedat               	1  
9454    	see                 	9  
9455    	seed                	61 
9456    	seek                	92 
9457    	seeker              	3  
9458    	seemingli           	3  
9459    	seeth               	1  
9460    	segment             	3  
9461    	segodnya            	2  
9462    	segreg              	1  
9463    	seif                	2  
9464    	seismic             	3  
9465    	seismograph         	5  
9466    	seismolog           	3  
9467    	seismologist        	7  
9468    	seiu                	1  
9469    	seiz                	33 
9470    	sejwal              	1  
9471    	sekou               	1  
9472    	seldom              	1  
9473    	sele                	30 
9474    	select              	18 
9475    	seleri              	1  
9476    	selig               	1  
9477    	sell                	14 
9478    	seller              	1  
9479    	semi                	14 
9480    	semiautomat         	1  
9481    	semifin             	30 
9482    	semifinalist        	12 
9483    	semin               	1  
9484    	seminar             	1  
9485    	semion              	1  
9486    	sen                 	59 
9487    	senat               	128
9488    	senatori            	6  
9489    	send                	70 
9490    	seneg               	2  
9491    	senior              	126
9492    	sennett             	1  
9493    	sens                	56 
9494    	sensat              	1  
9495    	senseless           	4  
9496    	sensit              	11 
9497    	sentenc             	95 
9498    	sentiment           	22 
9499    	separ               	56 
9500    	separatist          	2  
9501    	seper               	1  
9502    	sept                	47 
9503    	septemb             	66 
9504    	sequenc             	2  
9505    	serafin             	1  
9506    	seraguso            	1  
9507    	serb                	50 
9508    	serbia              	86 
9509    	serbian             	72 
9510    	serbo               	1  
9511    	seren               	6  
9512    	serena              	31 
9513    	serendipit          	1  
9514    	serga               	8  
9515    	sergaev             	1  
9516    	sergeant            	2  
9517    	sergei              	1  
9518    	sergeyev            	1  
9519    	sergio              	8  
9520    	serheo              	1  
9521    	seri                	38 
9522    	serial              	5  
9523    	serious             	1  
9524    	sermon              	3  
9525    	serov               	1  
9526    	serv                	188
9527    	servant             	6  
9528    	servic              	203
9529    	servicemen          	24 
9530    	servil              	1  
9531    	sesam               	1  
9532    	seselj              	2  
9533    	session             	39 
9534    	set                 	236
9535    	setback             	5  
9536    	seth                	1  
9537    	setinya             	1  
9538    	setter              	4  
9539    	settl               	33 
9540    	settlement          	8  
9541    	seventeen           	16 
9542    	seventh             	31 
9543    	seventi             	1  
9544    	sever               	41 
9545    	severin             	1  
9546    	severodvinsk        	1  
9547    	severomorsk         	4  
9548    	sew                 	1  
9549    	sewag               	4  
9550    	sewart              	1  
9551    	sex                 	9  
9552    	sexual              	15 
9553    	seymour             	1  
9554    	sgt                 	5  
9555    	shaab               	1  
9556    	shaar               	2  
9557    	shab                	2  
9558    	shabtai             	1  
9559    	shack               	7  
9560    	shade               	2  
9561    	shadow              	17 
9562    	shadowi             	8  
9563    	shaeffer            	1  
9564    	shaft               	3  
9565    	shah                	4  
9566    	shaheen             	1  
9567    	shaher              	1  
9568    	shahrani            	3  
9569    	shailesh            	1  
9570    	shajea              	1  
9571    	shake               	29 
9572    	shaken              	11 
9573    	shaki               	2  
9574    	shalikashvili       	1  
9575    	shallow             	3  
9576    	sham                	2  
9577    	shambl              	3  
9578    	shame               	6  
9579    	shamshran           	1  
9580    	shane               	1  
9581    	shannon             	1  
9582    	shantytown          	5  
9583    	shape               	27 
9584    	shapeless           	1  
9585    	shapeup             	1  
9586    	shapiro             	1  
9587    	shard               	3  
9588    	share               	39 
9589    	shargel             	1  
9590    	sharia              	1  
9591    	sharjani            	1  
9592    	sharm               	3  
9593    	sharon              	2  
9594    	sharp               	13 
9595    	sharpen             	2  
9596    	sharper             	1  
9597    	sharpli             	14 
9598    	sharq               	1  
9599    	shatter             	33 
9600    	shaughnessi         	3  
9601    	shave               	1  
9602    	shavit              	1  
9603    	shaw                	3  
9604    	shawn               	3  
9605    	shea                	1  
9606    	sheaf               	1  
9607    	shear               	2  
9608    	sheath              	1  
9609    	shebeck             	1  
9610    	shebek              	1  
9611    	sheehan             	2  
9612    	sheehen             	1  
9613    	sheepish            	1  
9614    	sheepishli          	1  
9615    	sheer               	3  
9616    	sheet               	22 
9617    	sheik               	5  
9618    	sheikh              	5  
9619    	sheila              	1  
9620    	shelf               	3  
9621    	shell               	6  
9622    	shelle              	4  
9623    	shelli              	1  
9624    	shelten             	1  
9625    	shelter             	22 
9626    	shelti              	1  
9627    	shelton             	6  
9628    	shelv               	2  
9629    	shemter             	1  
9630    	shephard            	1  
9631    	shepherd            	4  
9632    	sheriff             	14 
9633    	sherman             	1  
9634    	sherri              	3  
9635    	sheryl              	1  
9636    	shiela              	1  
9637    	shield              	8  
9638    	shift               	21 
9639    	shiit               	3  
9640    	shine               	10 
9641    	shini               	2  
9642    	ship                	193
9643    	shipboard           	1  
9644    	shipbuild           	6  
9645    	shipman             	1  
9646    	shipmat             	13 
9647    	shipment            	1  
9648    	shipyard            	8  
9649    	shirlei             	1  
9650    	shirt               	21 
9651    	shirtless           	2  
9652    	shiver              	1  
9653    	shkval              	7  
9654    	shlomo              	1  
9655    	shock               	43 
9656    	shoddi              	1  
9657    	shoddili            	1  
9658    	shoe                	17 
9659    	shoeed              	1  
9660    	sholti              	1  
9661    	shook               	46 
9662    	shoot               	21 
9663    	shootout            	3  
9664    	shop                	53 
9665    	shopkeep            	2  
9666    	shoplift            	2  
9667    	shopper             	1  
9668    	shore               	19 
9669    	shorelin            	1  
9670    	short               	97 
9671    	shortag             	16 
9672    	shortchang          	2  
9673    	shortcom            	4  
9674    	shortcut            	1  
9675    	shorter             	3  
9676    	shortest            	1  
9677    	shortfal            	2  
9678    	shorthand           	2  
9679    	shortli             	47 
9680    	shot                	77 
9681    	shotgun             	18 
9682    	shotmak             	1  
9683    	shoulder            	16 
9684    	shouldn             	13 
9685    	shout               	29 
9686    	shove               	5  
9687    	shovel              	12 
9688    	show                	35 
9689    	showcas             	2  
9690    	showdown            	12 
9691    	shower              	7  
9692    	shrank              	4  
9693    	shrapnel            	1  
9694    	shred               	5  
9695    	shreveport          	2  
9696    	shrewd              	4  
9697    	shrill              	1  
9698    	shrine              	1  
9699    	shriner             	1  
9700    	shrink              	8  
9701    	shrunk              	1  
9702    	shueib              	1  
9703    	shukla              	2  
9704    	shuler              	1  
9705    	shultz              	3  
9706    	shun                	2  
9707    	shusaki             	3  
9708    	shut                	27 
9709    	shutdown            	1  
9710    	shutter             	2  
9711    	shuttl              	4  
9712    	shy                 	5  
9713    	sibl                	8  
9714    	sicili              	2  
9715    	sick                	8  
9716    	side                	157
9717    	sidelin             	11 
9718    	sidestep            	4  
9719    	sidewai             	1  
9720    	sidl                	7  
9721    	sidot               	1  
9722    	sieg                	9  
9723    	siemerink           	1  
9724    	sierra              	4  
9725    	siev                	11 
9726    	siewert             	24 
9727    	sifford             	16 
9728    	sift                	11 
9729    	sigh                	3  
9730    	sight               	25 
9731    	sightse             	4  
9732    	sign                	133
9733    	signal              	34 
9734    	signalman           	1  
9735    	signatur            	7  
9736    	signifi             	1  
9737    	signific            	5  
9738    	sigonella           	2  
9739    	sikh                	1  
9740    	silberl             	1  
9741    	silenc              	19 
9742    	silent              	19 
9743    	sill                	1  
9744    	silli               	1  
9745    	silliman            	1  
9746    	silo                	3  
9747    	silt                	1  
9748    	silva               	1  
9749    	silver              	10 
9750    	silvia              	3  
9751    	silvija             	2  
9752    	simeon              	1  
9753    	simil               	1  
9754    	similar             	1  
9755    	simmer              	5  
9756    	simmon              	3  
9757    	simpl               	19 
9758    	simpler             	1  
9759    	simpli              	46 
9760    	simul               	1  
9761    	simultan            	8  
9762    	sin                 	3  
9763    	sincer              	5  
9764    	sindh               	2  
9765    	sing                	6  
9766    	singapor            	3  
9767    	singaporean         	1  
9768    	singer              	7  
9769    	singh               	4  
9770    	singl               	52 
9771    	singular            	1  
9772    	singularli          	1  
9773    	sinha               	1  
9774    	sink                	32 
9775    	siobhan             	1  
9776    	sion                	1  
9777    	sip                 	6  
9778    	sir                 	5  
9779    	sirah               	1  
9780    	siren               	1  
9781    	siriman             	1  
9782    	sirri               	1  
9783    	sister              	47 
9784    	sit                 	39 
9785    	site                	80 
9786    	situat              	82 
9787    	sixteen             	3  
9788    	sixth               	34 
9789    	sixti               	1  
9790    	siyaram             	1  
9791    	sizabl              	2  
9792    	size                	25 
9793    	sizzl               	2  
9794    	skeptic             	10 
9795    	sketch              	11 
9796    	sketchi             	14 
9797    	ski                 	6  
9798    	skiff               	10 
9799    	skill               	11 
9800    	skillfulli          	2  
9801    	skim                	8  
9802    	skin                	8  
9803    	skip                	8  
9804    	skipper             	5  
9805    	skirmish            	1  
9806    	skirt               	5  
9807    	skull               	3  
9808    	sky                 	14 
9809    	skyscrap            	4  
9810    	slab                	15 
9811    	slade               	7  
9812    	slai                	12 
9813    	slain               	10 
9814    	slam                	58 
9815    	slant               	2  
9816    	slap                	3  
9817    	slash               	4  
9818    	slat                	1  
9819    	slate               	6  
9820    	slater              	2  
9821    	slaughterhous       	1  
9822    	slava               	1  
9823    	slavador            	1  
9824    	slavica             	1  
9825    	slavija             	2  
9826    	slavish             	1  
9827    	slavo               	1  
9828    	slavoljub           	1  
9829    	sledgehamm          	3  
9830    	sleep               	36 
9831    	sleepless           	1  
9832    	sleev               	1  
9833    	sleight             	1  
9834    	slender             	1  
9835    	slenderest          	1  
9836    	slept               	8  
9837    	slice               	11 
9838    	slid                	2  
9839    	slide               	3  
9840    	slight              	6  
9841    	slightest           	3  
9842    	slim                	10 
9843    	slime               	1  
9844    	slip                	30 
9845    	slippag             	1  
9846    	sliver              	2  
9847    	slm                 	2  
9848    	slobadon            	1  
9849    	slobo               	3  
9850    	slobodan            	126
9851    	slocomb             	1  
9852    	slogan              	12 
9853    	slope               	2  
9854    	sloppi              	5  
9855    	slouch              	1  
9856    	slovakia            	8  
9857    	slovakian           	1  
9858    	slow                	40 
9859    	slowdown            	2  
9860    	slowest             	2  
9861    	slowli              	26 
9862    	slug                	1  
9863    	sluggish            	4  
9864    	slump               	6  
9865    	slur                	1  
9866    	smack               	4  
9867    	small               	208
9868    	smaller             	25 
9869    	smallest            	2  
9870    	smaltz              	1  
9871    	smart               	2  
9872    	smarter             	2  
9873    	smartest            	1  
9874    	smartli             	1  
9875    	smash               	25 
9876    	smear               	3  
9877    	smederevska         	2  
9878    	smell               	8  
9879    	smile               	36 
9880    	smit                	1  
9881    	smith               	21 
9882    	smithvil            	1  
9883    	smitten             	1  
9884    	smog                	2  
9885    	smoggiest           	1  
9886    	smoke               	26 
9887    	smokei              	1  
9888    	smoker              	1  
9889    	smokescreen         	1  
9890    	smolder             	1  
9891    	smolinski           	1  
9892    	smooth              	9  
9893    	smoothli            	2  
9894    	smother             	2  
9895    	smuggl              	3  
9896    	snack               	2  
9897    	snake               	1  
9898    	snap                	9  
9899    	snapper             	1  
9900    	snappi              	1  
9901    	snare               	1  
9902    	snarl               	1  
9903    	snatch              	8  
9904    	sneak               	3  
9905    	sneaker             	2  
9906    	sneet               	1  
9907    	snif                	3  
9908    	sniff               	1  
9909    	sniffer             	13 
9910    	snipe               	1  
9911    	sniper              	1  
9912    	snippet             	2  
9913    	snitch              	3  
9914    	snjezana            	1  
9915    	snour               	1  
9916    	snow                	12 
9917    	snowfal             	1  
9918    	snowstorm           	2  
9919    	snyder              	1  
9920    	so                  	1  
9921    	soak                	4  
9922    	soap                	2  
9923    	soar                	7  
9924    	sob                 	3  
9925    	sober               	2  
9926    	soccer              	4  
9927    	social              	33 
9928    	socialist           	37 
9929    	societi             	34 
9930    	sock                	3  
9931    	socotra             	2  
9932    	socti               	1  
9933    	sod                 	1  
9934    	sofa                	2  
9935    	soft                	12 
9936    	soften              	4  
9937    	softli              	1  
9938    	softwar             	7  
9939    	soglasiy            	1  
9940    	soil                	7  
9941    	sojourn             	1  
9942    	solanki             	1  
9943    	solari              	1  
9944    	sold                	19 
9945    	soldier             	97 
9946    	sole                	9  
9947    	solemn              	4  
9948    	solemnli            	1  
9949    	solicit             	1  
9950    	solid               	15 
9951    	solidar             	6  
9952    	solidifi            	2  
9953    	solidli             	1  
9954    	solitari            	2  
9955    	solitud             	1  
9956    	solomon             	1  
9957    	solorzano           	2  
9958    	solut               	14 
9959    	solv                	6  
9960    	somali              	3  
9961    	somalia             	8  
9962    	somber              	6  
9963    	somberli            	2  
9964    	somedai             	5  
9965    	someplac            	1  
9966    	someth              	1  
9967    	somo                	1  
9968    	son                 	116
